"","Name","Classification","Taxon ID","Assembly","Accession","Variation database","Regulation database","Whole genome alignments","Other alignments","In peptide compara","In pan-taxonomic compara"
"","Aaosphaeria arxii CBS 175.79","Pleosporales","1450172","Aaoar1","GCA_010015735.1","-","-","-","","-","-"
"","Absidia glauca","Mucoromycotina","4829","AG_v1","GCA_900079185.1","-","-","-","","-","-"
"","Absidia repens str. NRRL 1336","Mucoromycotina","90262","Absrep1","GCA_002105175.1","-","-","-","","","-"
"","Acaromyces ingoldii str. MCA 4198","Fungi","215250","Acain1","GCA_003144295.1","-","-","-","","","-"
"","Acidomyces richmondensis BFW","Acidomyces","766039","Acidomyces_richmondensis_BFW_v1.0","GCA_001592465.1","-","-","-","","","-"
"","Acidomyces sp. 'richmondensis'","Acidomyces","245562","ASM157207v1","GCA_001572075.1","-","-","-","","-","-"
"","Acremonium chrysogenum ATCC 11550","Hypocreales","857340","ASM76926v1","GCA_000769265.1","-","-","-","","","-"
"","Agaricus bisporus var. burnettii JB137-S8","Agaricales","597362","Agabi_varbur_1","GCA_000300555.1","-","-","-","","","-"
"","Agrocybe aegerita","Agaricales","5400","AAE3_genes","GCA_902728275.1","-","-","-","","-","-"
"","Akanthomyces lecanii RCEF 1005","Hypocreales","1081108","LEL_1.0","GCA_001636795.1","-","-","-","","-","-"
"","Akanthomyces lecanii str. UM487","Hypocreales","2714763","ASM165321v1","GCA_001653215.1","-","-","-","","-","-"
"","Allomyces macrogynus ATCC 38327","Blastocladiales","578462","A_macrogynus_V3","GCA_000151295.1","-","-","-","","","-"
"","Alternaria alternata","Pleosporales","5599","ASM415475v1","GCA_004154755.1","-","-","-","","-","-"
"","Alternaria alternata str. SRC1lrK2f","Pleosporales","5599","Altal1","GCA_001642055.1","-","-","-","","","-"
"","Alternaria arborescens","Pleosporales","156630","ASM415483v1","GCA_004154835.1","-","-","-","","-","-"
"","Alternaria arborescens","Pleosporales","156630","ASM415481v1","GCA_004154815.1","-","-","-","","-","-"
"","Alternaria arborescens","Pleosporales","156630","ASM415595v1","GCA_004155955.1","-","-","-","","-","-"
"","Alternaria sp. MG1","Pleosporales","1678846","ASM357452v1","GCA_003574525.1","-","-","-","","-","-"
"","Alternaria tenuissima","Pleosporales","119927","ASM415484v1","GCA_004154845.1","-","-","-","","-","-"
"","Alternaria tenuissima","Pleosporales","119927","ASM415473v1","GCA_004154735.1","-","-","-","","-","-"
"","Alternaria tenuissima","Pleosporales","119927","ASM415474v1","GCA_004154745.1","-","-","-","","-","-"
"","Alternaria tenuissima","Pleosporales","119927","ASM415601v1","GCA_004156015.1","-","-","-","","-","-"
"","Alternaria tenuissima","Pleosporales","119927","ASM415476v1","GCA_004154765.1","-","-","-","","-","-"
"","Alternaria tenuissima","Pleosporales","119927","ASM415603v1","GCA_004156035.1","-","-","-","","-","-"
"","Alternaria tenuissima","Pleosporales","119927","ASM416856v1","GCA_004168565.1","-","-","-","","-","-"
"","Amanita muscaria Koide BX008","Agaricales","946122","Amanita_muscaria_Koide_BX008_v1.0","GCA_000827485.1","-","-","-","","","-"
"","Amanita thiersii Skay4041","Agaricales","703135","Amanita_thiersii_v1.0","GCA_002554575.1","-","-","-","","","-"
"","Amniculicola lignicola CBS 123094","Pleosporales","1392246","Amnli1","GCA_010015725.1","-","-","-","","-","-"
"","Amorphotheca resinae ATCC 22711","Myxotrichaceae","857342","Amore1","GCA_003019875.1","-","-","-","","","-"
"","Ampelomyces quisqualis str. HMLAC05119","Pleosporales","50730","Ampqui1","GCA_010094095.1","-","-","-","","-","-"
"","Amphiamblys sp. WSBS2006","Microsporidia","1866961","ASM187567v1","GCA_001875675.1","-","-","-","","","-"
"","Anaeromyces robustus str. S4","Chytridiomycota","1754192","Anaeromyces_sp._S4_v1.0","GCA_002104895.1","-","-","-","","","-"
"","Anncaliia algerae PRA109","Tubulinosematidae","1240240","Annc_alge_PRA109_V4","GCA_000385855.2","-","-","-","","-","-"
"","Anncaliia algerae PRA339","Tubulinosematidae","1288291","Annc_alge_insect_USDA_JJB_V2","GCA_000385875.2","-","-","-","","","-"
"","Anthracocystis flocculosa","Ustilaginales","84751","Pse_flocc_v1","GCA_900322975.1","-","-","-","","-","-"
"","Anthracocystis flocculosa PF-1","Ustilaginales","1277687","Pflocc_1.0","GCA_000417875.1","-","-","-","","","-"
"","Antrodiella citrinella str. DSM 108506","Polyporales","2447956","ASM480272v1","GCA_004802725.1","-","-","-","","-","-"
"","Apiotrichum porosum str. DSM 27194","Fungi","105984","ASM394220v1","GCA_003942205.1","-","-","-","","-","-"
"","Aplosporella prunicola CBS 121167","Botryosphaeriales","1176127","Aplpr1","GCA_010093885.1","-","-","-","","-","-"
"","Armillaria gallica str. Ar21-2","Agaricales","47427","Armga1","GCA_002307695.1","-","-","-","","","-"
"","Armillaria ostoyae","Agaricales","47428","version_2","GCA_900157425.1","-","-","-","","","-"
"","Armillaria solidipes str. 28-4","Agaricales","1076256","Armost1","GCA_002307675.1","-","-","-","","","-"
"","Arthrobotrys flagrans str. CBS H-5679","Orbiliales","97331","DF_1.0","GCA_004000055.1","-","-","-","","-","-"
"","Arthrobotrys oligospora ATCC 24927","Orbiliales","756982","AOL24927_1.0","GCA_000225545.1","-","-","-","","","-"
"","Arthrobotrys oligospora str. TWF102","Orbiliales","2813651","ASM1106657v1","GCA_011066575.1","-","-","-","","-","-"
"","Arthrobotrys oligospora str. TWF103","Orbiliales","2813651","ASM1106660v1","GCA_011066605.1","-","-","-","","-","-"
"","Arthrobotrys oligospora str. TWF154","Orbiliales","2813651","ASM476876v1","GCA_004768765.1","-","-","-","","-","-"
"","Arthrobotrys oligospora str. TWF191","Orbiliales","2813651","ASM1106692v1","GCA_011066925.1","-","-","-","","-","-"
"","Arthrobotrys oligospora str. TWF217","Orbiliales","2813651","ASM1106673v1","GCA_011066735.1","-","-","-","","-","-"
"","Arthrobotrys oligospora str. TWF225","Orbiliales","2813651","ASM1106679v1","GCA_011066795.1","-","-","-","","-","-"
"","Arthrobotrys oligospora str. TWF569","Orbiliales","2813651","ASM1106656v1","GCA_011066565.1","-","-","-","","-","-"
"","Arthrobotrys oligospora str. TWF594","Orbiliales","2813651","ASM1106669v1","GCA_011066695.1","-","-","-","","-","-"
"","Arthrobotrys oligospora str. TWF703","Orbiliales","2813651","ASM1106659v1","GCA_011066595.1","-","-","-","","-","-"
"","Arthrobotrys oligospora str. TWF706","Orbiliales","2813651","ASM1106658v1","GCA_011066585.1","-","-","-","","-","-"
"","Arthrobotrys oligospora str. TWF751","Orbiliales","2813651","ASM1106671v1","GCA_011066715.1","-","-","-","","-","-"
"","Arthrobotrys oligospora str. TWF970","Orbiliales","2813651","ASM1106684v1","GCA_011066845.1","-","-","-","","-","-"
"","Ascobolus immersus RN42","Pezizales","1160509","Ascim1","GCA_003788565.2","-","-","-","","-","-"
"","Ascochyta rabiei str. ArDII","Pleosporales","5454","AscRab1.0","GCA_001630375.1","-","-","-","","","-"
"","Ascodesmis nigricans str. CBS 389.68","Pezizales","341454","Ascni1","GCA_004786065.1","-","-","-","","-","-"
"","Ascoidea rubescens DSM 1968","Saccharomycetales","1344418","Ascru1","GCA_001661345.1","-","-","-","","","-"
"","Ascosphaera apis ARSEF 7405","Onygenales","392613","AAP_1.0","GCA_001636715.1","-","-","-","","","-"
"","Ashbya gossypii","Saccharomycetales","284811","ASM9102v1","GCA_000091025.3","-","","","","","-"
"","Aspergillus aculeatinus CBS 121060","Eurotiales","1448322","Aspacu1","GCA_003184765.1","-","-","-","","-","-"
"","Aspergillus aculeatus ATCC 16872","Eurotiales","690307","Aspac1","GCA_001890905.1","-","-","-","","-","-"
"","Aspergillus alliaceus str. CBS 536.65","Eurotiales","209559","Aspalli1","GCA_009176365.1","-","-","-","","-","-"
"","Aspergillus alliaceus str. IBT 14317","Eurotiales","209559","Aspalbe1","GCA_009193605.1","-","-","-","","-","-"
"","Aspergillus arachidicola str. CBS 117610","Eurotiales","656916","ASM274980v1","GCA_002749805.1","-","-","-","","-","-"
"","Aspergillus arachidicola str. CBS 117612","Eurotiales","656916","Aspara19utr","GCA_009193545.1","-","-","-","","-","-"
"","Aspergillus avenaceus str. IBT 18842","Eurotiales","36643","Aspave1","GCA_009193465.1","-","-","-","","-","-"
"","Aspergillus awamori str. IFM 58123","Eurotiales","105351","Aawm_assembly01","GCA_003850985.1","-","-","-","","-","-"
"","Aspergillus bertholletiae str. IBT 29228","Eurotiales","1226010","Aspber1","GCA_009193595.1","-","-","-","","-","-"
"","Aspergillus bombycis str. NRRL26010","Eurotiales","109264","ASM179269v1","GCA_001792695.1","-","-","-","","-","-"
"","Aspergillus brasiliensis CBS 101740","Eurotiales","767769","Aspbr1","GCA_001889945.1","-","-","-","","-","-"
"","Aspergillus brunneoviolaceus CBS 621.78","Eurotiales","1450534","Aspbru1","GCA_003184695.1","-","-","-","","-","-"
"","Aspergillus caelatus str. CBS 763.97","Eurotiales","61420","Aspcae1","GCA_009193585.1","-","-","-","","-","-"
"","Aspergillus calidoustus str. SF006504","Eurotiales","454130","Acal_Allpaths_LG","GCA_001511075.1","-","-","-","","-","-"
"","Aspergillus campestris IBT 28561","Eurotiales","1392248","Aspcam1","GCA_002847485.1","-","-","-","","-","-"
"","Aspergillus candidus str. CBS 102.13","Eurotiales","41067","Aspcand1","GCA_002847045.1","-","-","-","","-","-"
"","Aspergillus carbonarius ITEM 5010","Eurotiales","602072","Aspca3","GCA_001990825.1","-","-","-","","-","-"
"","Aspergillus clavatus NRRL 1","Eurotiales","344612","ASM271v1","GCA_000002715.1","-","-","-","","","-"
"","Aspergillus coremiiformis str. CBS 553.77","Eurotiales","138285","Aspcor1","GCA_009193565.1","-","-","-","","-","-"
"","Aspergillus costaricaensis CBS 115574","Eurotiales","1448317","Aspcos1","GCA_003184835.1","-","-","-","","-","-"
"","Aspergillus cristatus str. GZAAS20.1005","Eurotiales","573508","ASM171748v1","GCA_001717485.1","-","-","-","","-","-"
"","Aspergillus ellipticus CBS 707.79","Eurotiales","1448320","Aspell1","GCA_003184645.1","-","-","-","","-","-"
"","Aspergillus eucalypticola CBS 122712","Eurotiales","1448314","Aspeuc1","GCA_003184535.1","-","-","-","","-","-"
"","Aspergillus fijiensis CBS 313.89","Eurotiales","1448319","Aspfij1","GCA_003184825.1","-","-","-","","-","-"
"","Aspergillus fischeri NRRL 181","Eurotiales","331117","ASM14964v1","GCA_000149645.2","-","-","-","","","-"
"","Aspergillus flavus","Eurotiales","5059","ASM245617v2","GCA_002456175.2","-","-","-","","-","-"
"","Aspergillus flavus","Eurotiales","5059","ASM244321v2","GCA_002443215.2","-","-","-","","-","-"
"","Aspergillus flavus","Eurotiales","5059","ASM244319v2","GCA_002443195.2","-","-","-","","-","-"
"","Aspergillus flavus AF70","Eurotiales","1392242","ASM95283v1","GCA_000952835.1","-","-","-","","-","-"
"","Aspergillus flavus NRRL3357","Eurotiales","332952","ASM1411746v1","GCA_014117465.1","-","-","-","","-","-"
"","Aspergillus flavus NRRL3357","Eurotiales","332952","JCVI-afl1-v2.0","GCA_000006275.2","-","-","-","","","-"
"","Aspergillus flavus str. AF13","Eurotiales","5059","ASM1411748v1","GCA_014117485.1","-","-","-","","-","-"
"","Aspergillus flavus str. CA14","Eurotiales","5059","ASM370902v1","GCA_003709025.1","-","-","-","","-","-"
"","Aspergillus flavus str. CBS 121.62","Eurotiales","5059","Asppari1","GCA_009176375.1","-","-","-","","-","-"
"","Aspergillus fumigatus","Eurotiales","746128","ASM223498v1","GCA_002234985.1","-","-","-","","-","-"
"","Aspergillus fumigatus","Eurotiales","746128","ASM223495v1","GCA_002234955.1","-","-","-","","-","-"
"","Aspergillus fumigatus A1163","Eurotiales","451804","ASM15014v1","GCA_000150145.1","-","-","-","","","-"
"","Aspergillus fumigatus Af293","Eurotiales","330879","ASM265v1","GCA_000002655.1","-","-","-","","","-"
"","Aspergillus fumigatus Z5","Eurotiales","1437362","ASM102932v1","GCA_001029325.1","-","-","-","","-","-"
"","Aspergillus fumigatus var. RP-2014","Eurotiales","1476192","AspFumNiv1.0","GCA_000731615.1","-","-","-","","-","-"
"","Aspergillus glaucus CBS 516.65","Eurotiales","1160497","Aspgl1","GCA_001890805.1","-","-","-","","-","-"
"","Aspergillus heteromorphus CBS 117.55","Eurotiales","1448321","Asphet1","GCA_003184545.1","-","-","-","","-","-"
"","Aspergillus homomorphus CBS 101889","Eurotiales","1450537","Asphom1","GCA_003184865.1","-","-","-","","-","-"
"","Aspergillus ibericus CBS 121593","Eurotiales","1448316","Aspibe1","GCA_003184845.1","-","-","-","","-","-"
"","Aspergillus indologenus CBS 114.80","Eurotiales","1450541","Aspind1","GCA_003184685.1","-","-","-","","-","-"
"","Aspergillus japonicus CBS 114.51","Eurotiales","1448312","Aspjap1","GCA_003184785.1","-","-","-","","-","-"
"","Aspergillus lentulus","Eurotiales","293939","ASM1072457v1","GCA_010724575.1","-","-","-","","-","-"
"","Aspergillus lentulus","Eurotiales","293939","ASM1072397v1","GCA_010723975.1","-","-","-","","-","-"
"","Aspergillus lentulus","Eurotiales","293939","ASM1072445v1","GCA_010724455.1","-","-","-","","-","-"
"","Aspergillus lentulus","Eurotiales","293939","ASM1072463v1","GCA_010724635.1","-","-","-","","-","-"
"","Aspergillus lentulus","Eurotiales","293939","ASM1072491v1","GCA_010724915.1","-","-","-","","-","-"
"","Aspergillus lentulus str. IFM 54703","Eurotiales","293939","Alt_assembly01","GCA_001445615.1","-","-","-","","-","-"
"","Aspergillus leporis str. CBS 151.66","Eurotiales","41062","Asplep1","GCA_009176345.1","-","-","-","","-","-"
"","Aspergillus luchuensis CBS 106.47","Eurotiales","1137211","Aspfo1","GCA_001890685.1","-","-","-","","-","-"
"","Aspergillus minisclerotigenes str. CBS 117635","Eurotiales","656917","Aspmin1","GCA_009176455.1","-","-","-","","-","-"
"","Aspergillus mulundensis str. DSM 5745","Eurotiales","1810919","ASM336962v1","GCA_003369625.1","-","-","-","","-","-"
"","Aspergillus neoniger CBS 115656","Eurotiales","1448310","Aspneo1","GCA_003184625.1","-","-","-","","-","-"
"","Aspergillus nidulans","Eurotiales","227321","ASM1142v1","GCA_000011425.1","-","-","-","","",""
"","Aspergillus nidulans FGSC A4","Eurotiales","227321","ASM14920v2","GCA_000149205.2","-","-","-","","-","-"
"","Aspergillus niger","Eurotiales","5061","ASM221148v2","GCA_002211485.2","-","-","-","","-","-"
"","Aspergillus niger","Eurotiales","5061","Aniger_ATCC_64974_N402","GCA_900248155.1","-","-","-","","-","-"
"","Aspergillus niger","Eurotiales","5061","ASM285v2","GCA_000002855.2","-","-","-","","","-"
"","Aspergillus niger","Eurotiales","5061","ASM151534v1","GCA_001515345.1","-","-","-","","-","-"
"","Aspergillus niger ATCC 1015","Eurotiales","380704","ASPNI_v3.0","GCA_000230395.2","-","-","-","","-","-"
"","Aspergillus niger ATCC 13496","Eurotiales","1353008","Aspni_bvT_1","GCA_003344705.1","-","-","-","","-","-"
"","Aspergillus niger CBS 101883","Eurotiales","1450533","Asplac1","GCA_003184595.1","-","-","-","","-","-"
"","Aspergillus novofumigatus IBT 16806","Eurotiales","1392255","Aspnov1","GCA_002847465.1","-","-","-","","-","-"
"","Aspergillus novoparasiticus str. CBS 126849","Eurotiales","986946","Aspnovo1","GCA_009176405.1","-","-","-","","-","-"
"","Aspergillus ochraceoroseus IBT 24754","Eurotiales","1392256","Aspergillus_ochraceoroseus_IBT_24754_v1.1","GCA_002846915.2","-","-","-","","-","-"
"","Aspergillus ochraceoroseus str. SRRC1432","Eurotiales","138278","ASM98666v1","GCA_000986665.1","-","-","-","","-","-"
"","Aspergillus oryzae 100-8","Eurotiales","1197718","Aspergillus_oryzae_100-8","GCA_000691885.1","-","-","-","","-","-"
"","Aspergillus oryzae 3.042","Eurotiales","1160506","AspOry3042","GCA_000269785.2","-","-","-","","-","-"
"","Aspergillus oryzae RIB40","Eurotiales","510516","ASM18445v3","GCA_000184455.3","-","-","-","","","-"
"","Aspergillus oryzae str. BCC7051","Eurotiales","5062","ASM200794v1","GCA_002007945.1","-","-","-","","-","-"
"","Aspergillus parasiticus SU-1","Eurotiales","1403190","ASM95608v1","GCA_000956085.1","-","-","-","","-","-"
"","Aspergillus parasiticus str. CBS 117618","Eurotiales","5067","Asppar1","GCA_009176385.1","-","-","-","","-","-"
"","Aspergillus phoenicis ATCC 13157","Eurotiales","1353007","Aspph1","GCA_003344505.1","-","-","-","","-","-"
"","Aspergillus piperis CBS 112811","Eurotiales","1448313","Asppip1","GCA_003184755.1","-","-","-","","-","-"
"","Aspergillus pseudocaelatus str. CBS 117616","Eurotiales","1825620","Asppsec1","GCA_009193665.1","-","-","-","","-","-"
"","Aspergillus pseudonomius str. CBS 119388","Eurotiales","1506151","Asppsen1","GCA_009193645.1","-","-","-","","-","-"
"","Aspergillus pseudonomius str. IBT 12657","Eurotiales","1506151","Asppse1","GCA_009176395.1","-","-","-","","-","-"
"","Aspergillus pseudotamarii str. CBS 117625","Eurotiales","132259","Asppset1","GCA_009193445.1","-","-","-","","-","-"
"","Aspergillus rambellii str. SRRC1468","Eurotiales","308745","ASM98664v1","GCA_000986645.1","-","-","-","","-","-"
"","Aspergillus ruber CBS 135680","Eurotiales","1388766","Eurhe1","GCA_000600275.1","-","-","-","","-","-"
"","Aspergillus saccharolyticus JOP 1030-1","Eurotiales","1450539","Aspsac1","GCA_003184585.1","-","-","-","","-","-"
"","Aspergillus sclerotialis str. CBS 366.77","Eurotiales","2070753","phiScl_1.0","GCA_003589665.1","-","-","-","","-","-"
"","Aspergillus sclerotiicarbonarius CBS 121057","Eurotiales","1448318","Aspscle1","GCA_003184635.1","-","-","-","","-","-"
"","Aspergillus sclerotioniger CBS 115572","Eurotiales","1450535","Aspscl1","GCA_003184525.1","-","-","-","","-","-"
"","Aspergillus sergii str. CBS 130017","Eurotiales","1034303","Aspser1","GCA_009193525.1","-","-","-","","-","-"
"","Aspergillus sp. HF37","Eurotiales","1960876","ASM369811v1","GCA_003698115.1","-","-","-","","-","-"
"","Aspergillus steynii IBT 23096","Eurotiales","1392250","Aspste1","GCA_002849105.1","-","-","-","","-","-"
"","Aspergillus sydowii CBS 593.65","Eurotiales","1036612","Aspsy1","GCA_001890705.1","-","-","-","","-","-"
"","Aspergillus taichungensis str. IBT 19404","Eurotiales","482145","Asptaic1","GCA_002850765.1","-","-","-","","-","-"
"","Aspergillus tamarii str. CBS 117626","Eurotiales","41984","Asptam1","GCA_009193485.1","-","-","-","","-","-"
"","Aspergillus tanneri str. NIH1004","Eurotiales","1220188","ASM479882v1","GCA_004798825.1","-","-","-","","-","-"
"","Aspergillus tanneri str. NIH1004","Eurotiales","1220188","ASM342696v1","GCA_003426965.1","-","-","-","","-","-"
"","Aspergillus terreus NIH2624","Eurotiales","341663","ASM14961v1","GCA_000149615.1","-","-","-","","","-"
"","Aspergillus terreus str. IFO6365","Eurotiales","33178","Ater_IFO6365_01","GCA_009932835.1","-","-","-","","-","-"
"","Aspergillus thermomutatus","Eurotiales","41047","ASM223726v2","GCA_002237265.2","-","-","-","","-","-"
"","Aspergillus transmontanensis str. CBS 130015","Eurotiales","1034304","Asptra1","GCA_009193505.1","-","-","-","","-","-"
"","Aspergillus tubingensis CBS 134.48","Eurotiales","767770","Asptu1","GCA_001890745.1","-","-","-","","-","-"
"","Aspergillus tubingensis str. WU-2223L","Eurotiales","5068","ASM1334032v1","GCA_013340325.1","-","-","-","","-","-"
"","Aspergillus turcosus","Eurotiales","1245748","ASM223496v2","GCA_002234965.2","-","-","-","","-","-"
"","Aspergillus turcosus","Eurotiales","1245748","ASM223497v2","GCA_002234975.2","-","-","-","","-","-"
"","Aspergillus udagawae","Eurotiales","91492","ASM1072413v1","GCA_010724135.1","-","-","-","","-","-"
"","Aspergillus udagawae","Eurotiales","91492","ASM1072433v1","GCA_010724335.1","-","-","-","","-","-"
"","Aspergillus udagawae","Eurotiales","91492","ASM1072425v1","GCA_010724255.1","-","-","-","","-","-"
"","Aspergillus udagawae","Eurotiales","91492","ASM1072479v1","GCA_010724795.1","-","-","-","","-","-"
"","Aspergillus udagawae str. IFM 46973","Eurotiales","91492","Aud_assembly01","GCA_001078395.1","-","-","-","","-","-"
"","Aspergillus ustus str. 3.3904","Eurotiales","40382","Austus1.0","GCA_000812125.1","-","-","-","","-","-"
"","Aspergillus uvarum CBS 121591","Eurotiales","1448315","Aspuva1","GCA_003184745.1","-","-","-","","-","-"
"","Aspergillus vadensis CBS 113365","Eurotiales","1448311","Aspvad1","GCA_003184925.1","-","-","-","","-","-"
"","Aspergillus versicolor CBS 583.65","Eurotiales","1036611","Aspve1","GCA_001890125.1","-","-","-","","-","-"
"","Aspergillus violaceofuscus CBS 115571","Eurotiales","1450538","Aspvio1","GCA_003184705.1","-","-","-","","-","-"
"","Aspergillus welwitschiae str. CBS 139.54b","Eurotiales","1341132","Aspwel1","GCA_003344945.1","-","-","-","","-","-"
"","Aspergillus wentii DTO 134E9","Eurotiales","1073089","Aspwe1","GCA_001890725.1","-","-","-","","-","-"
"","Aulographum hederae CBS 113979","Dothideomycetes","1176131","Aulhe2","GCA_010015705.1","-","-","-","","-","-"
"","Aureobasidium melanogenum CBS 110374","Dothideales","1043003","Aureobasidium_pullulans_var._melanogenum_CBS_110374_v1.0","GCA_000721775.1","-","-","-","","","-"
"","Aureobasidium namibiae CBS 147.97","Dothideales","1043004","Aureobasidium_pullulans_var._namibiae_CBS_147.97_v1.0","GCA_000721765.1","-","-","-","","-","-"
"","Aureobasidium pullulans","Dothideales","5580","ASM491821v1","GCA_004918215.1","-","-","-","","-","-"
"","Aureobasidium pullulans","Dothideales","5580","ASM491715v1","GCA_004917155.1","-","-","-","","-","-"
"","Aureobasidium pullulans","Dothideales","5580","ASM491714v1","GCA_004917145.1","-","-","-","","-","-"
"","Aureobasidium pullulans","Dothideales","5580","ASM491744v1","GCA_004917445.1","-","-","-","","-","-"
"","Aureobasidium pullulans","Dothideales","5580","ASM491748v1","GCA_004917485.1","-","-","-","","-","-"
"","Aureobasidium pullulans","Dothideales","5580","ASM491782v1","GCA_004917825.1","-","-","-","","-","-"
"","Aureobasidium pullulans","Dothideales","5580","ASM491779v1","GCA_004917795.1","-","-","-","","-","-"
"","Aureobasidium pullulans","Dothideales","5580","ASM491711v1","GCA_004917115.1","-","-","-","","-","-"
"","Aureobasidium pullulans","Dothideales","5580","ASM491772v1","GCA_004917725.1","-","-","-","","-","-"
"","Aureobasidium pullulans","Dothideales","5580","ASM491781v1","GCA_004917815.1","-","-","-","","-","-"
"","Aureobasidium pullulans","Dothideales","5580","ASM491752v1","GCA_004917525.1","-","-","-","","-","-"
"","Aureobasidium pullulans","Dothideales","5580","ASM491814v1","GCA_004918145.1","-","-","-","","-","-"
"","Aureobasidium pullulans","Dothideales","5580","ASM491766v1","GCA_004917665.1","-","-","-","","-","-"
"","Aureobasidium pullulans","Dothideales","5580","ASM491759v1","GCA_004917595.1","-","-","-","","-","-"
"","Aureobasidium pullulans","Dothideales","5580","ASM491850v1","GCA_004918505.1","-","-","-","","-","-"
"","Aureobasidium pullulans","Dothideales","5580","ASM491738v1","GCA_004917385.1","-","-","-","","-","-"
"","Aureobasidium pullulans","Dothideales","5580","ASM491811v1","GCA_004918115.1","-","-","-","","-","-"
"","Aureobasidium pullulans","Dothideales","5580","ASM491713v1","GCA_004917135.1","-","-","-","","-","-"
"","Aureobasidium pullulans","Dothideales","5580","ASM491710v1","GCA_004917105.1","-","-","-","","-","-"
"","Aureobasidium pullulans","Dothideales","5580","ASM491819v1","GCA_004918195.1","-","-","-","","-","-"
"","Aureobasidium pullulans","Dothideales","5580","ASM491853v1","GCA_004918535.1","-","-","-","","-","-"
"","Aureobasidium pullulans","Dothideales","5580","ASM491774v1","GCA_004917745.1","-","-","-","","-","-"
"","Aureobasidium pullulans","Dothideales","5580","ASM491716v1","GCA_004917165.1","-","-","-","","-","-"
"","Aureobasidium pullulans","Dothideales","5580","ASM491810v1","GCA_004918105.1","-","-","-","","-","-"
"","Aureobasidium pullulans","Dothideales","5580","ASM491755v1","GCA_004917555.1","-","-","-","","-","-"
"","Aureobasidium pullulans","Dothideales","5580","ASM491730v1","GCA_004917305.1","-","-","-","","-","-"
"","Aureobasidium pullulans","Dothideales","5580","ASM491760v1","GCA_004917605.1","-","-","-","","-","-"
"","Aureobasidium pullulans","Dothideales","5580","ASM491725v1","GCA_004917255.1","-","-","-","","-","-"
"","Aureobasidium pullulans","Dothideales","5580","ASM491775v1","GCA_004917755.1","-","-","-","","-","-"
"","Aureobasidium pullulans","Dothideales","5580","ASM491727v1","GCA_004917275.1","-","-","-","","-","-"
"","Aureobasidium pullulans","Dothideales","5580","ASM491749v1","GCA_004917495.1","-","-","-","","-","-"
"","Aureobasidium pullulans","Dothideales","5580","ASM491743v1","GCA_004917435.1","-","-","-","","-","-"
"","Aureobasidium pullulans","Dothideales","5580","ASM491816v1","GCA_004918165.1","-","-","-","","-","-"
"","Aureobasidium pullulans","Dothideales","5580","ASM167811v1","GCA_001678115.1","-","-","-","","-","-"
"","Aureobasidium pullulans","Dothideales","5580","ASM491742v1","GCA_004917425.1","-","-","-","","-","-"
